did,model,split_number,ensemble_index,test_index,target,predicted_class,output_class_0,output_class_1
46937,tabpfn,1,0,179,1,1,0.11832916736602783,0.8816708326339722
46937,tabpfn,1,0,180,1,1,0.2689404785633087,0.7310594916343689
46937,tabpfn,1,0,181,1,1,0.3398353159427643,0.6601646542549133
46937,tabpfn,1,0,182,0,0,0.6002862453460693,0.3997136950492859
46937,tabpfn,1,0,183,1,1,0.23390625417232513,0.7660937905311584
46937,tabpfn,1,0,184,1,0,0.7333720326423645,0.2666279673576355
46937,tabpfn,1,0,185,1,1,0.394611656665802,0.605388343334198
46937,tabpfn,1,0,186,1,1,0.36112794280052185,0.6388720273971558
46937,tabpfn,1,0,187,1,1,0.3334313631057739,0.6665686368942261
46937,tabpfn,1,0,188,0,1,0.3240521550178528,0.6759478449821472
46937,tabpfn,1,0,189,0,0,0.5470340251922607,0.45296597480773926
46937,tabpfn,1,0,190,0,0,0.7114042639732361,0.28859570622444153
46937,tabpfn,1,0,191,0,1,0.19701261818408966,0.8029873967170715
46937,tabpfn,1,0,192,0,0,0.6956323385238647,0.30436772108078003
46937,tabpfn,1,0,193,0,0,0.7725192308425903,0.22748073935508728
46937,tabpfn,1,0,194,1,1,0.327619343996048,0.6723806262016296
46937,tabpfn,1,0,195,0,0,0.5639645457267761,0.4360354244709015
46937,tabpfn,1,0,196,1,1,0.26730915904045105,0.7326908111572266
46937,tabpfn,1,0,197,1,1,0.49634578824043274,0.5036541819572449
46937,tabpfn,1,0,198,1,0,0.505026638507843,0.4949733316898346
46937,tabpfn,1,0,199,0,0,0.5010604858398438,0.49893951416015625
46937,tabpfn,1,0,200,0,0,0.7327109575271606,0.2672889828681946
46937,tabpfn,1,0,201,0,1,0.35321441292762756,0.64678555727005
46937,tabpfn,1,0,202,1,1,0.1321926862001419,0.8678072690963745
46937,tabpfn,1,0,203,1,1,0.41627466678619385,0.5837253332138062
46937,tabpfn,1,0,204,1,1,0.28779497742652893,0.7122049927711487
46937,tabpfn,1,0,205,1,0,0.5809829831123352,0.4190170168876648
46937,tabpfn,1,0,206,1,1,0.30363523960113525,0.6963647603988647
46937,tabpfn,1,0,207,1,0,0.5018267631530762,0.49817323684692383
46937,tabpfn,1,0,208,1,0,0.6166818141937256,0.3833182156085968
46937,tabpfn,1,0,209,1,1,0.1881198287010193,0.8118801712989807
46937,tabpfn,1,0,210,1,1,0.2580525577068329,0.7419474720954895
46937,tabpfn,1,0,211,0,0,0.6349161267280579,0.3650839030742645
46937,tabpfn,1,0,212,0,0,0.6341466903686523,0.36585330963134766
46937,tabpfn,1,0,213,1,0,0.5731245875358582,0.42687541246414185
46937,tabpfn,1,0,214,0,1,0.4452049434185028,0.5547950863838196
46937,tabpfn,1,0,215,0,1,0.25123053789138794,0.7487694621086121
46937,tabpfn,1,0,216,0,1,0.3168781101703644,0.6831218600273132
46937,tabpfn,1,0,217,0,1,0.4584161937236786,0.5415838360786438
46937,tabpfn,1,0,218,1,1,0.4651656448841095,0.5348343849182129
46937,tabpfn,1,0,219,1,1,0.2610977590084076,0.7389022707939148
46937,tabpfn,1,0,220,0,1,0.3823391795158386,0.6176608204841614
46937,tabpfn,1,0,221,1,1,0.21173004806041718,0.7882699370384216
46937,tabpfn,1,0,222,1,0,0.5734477043151855,0.42655229568481445
46937,tabpfn,1,0,223,1,1,0.26629745960235596,0.733702540397644
46937,tabpfn,1,0,224,0,0,0.6818761229515076,0.31812384724617004
46937,tabpfn,1,0,225,1,1,0.09125872701406479,0.908741295337677
46937,tabpfn,1,0,226,0,0,0.7209804654121399,0.2790195047855377
46937,tabpfn,1,0,227,1,1,0.25962650775909424,0.7403734922409058
46937,tabpfn,1,0,228,0,0,0.6699300408363342,0.33006998896598816
46937,tabpfn,1,0,229,0,0,0.554885983467102,0.44511401653289795
46937,tabpfn,1,0,230,1,1,0.4418896436691284,0.5581104159355164
46937,tabpfn,1,0,231,1,0,0.7048147320747375,0.29518526792526245
46937,tabpfn,1,0,232,0,1,0.4268933832645416,0.5731066465377808
46937,tabpfn,1,0,233,1,1,0.448445588350296,0.5515543818473816
46937,tabpfn,1,0,234,0,0,0.6853716969490051,0.31462833285331726
46937,tabpfn,1,0,235,0,1,0.17912466824054718,0.820875346660614
46937,tabpfn,1,0,236,1,1,0.30083343386650085,0.6991665363311768
46937,tabpfn,1,0,237,0,1,0.43897494673728943,0.5610250234603882
46937,tabpfn,1,0,238,1,1,0.22501438856124878,0.7749855518341064
46937,tabpfn,1,0,239,0,0,0.7213992476463318,0.2786007225513458
46937,tabpfn,1,0,240,1,0,0.5475890636444092,0.4524109661579132
46937,tabpfn,1,0,241,1,1,0.19391468167304993,0.8060852885246277
46937,tabpfn,1,0,242,1,0,0.5156413316726685,0.48435863852500916
46937,tabpfn,1,0,243,1,0,0.6022491455078125,0.3977508544921875
46937,tabpfn,1,0,244,1,1,0.15822185575962067,0.8417781591415405
46937,tabpfn,1,0,245,1,1,0.41804760694503784,0.5819523930549622
46937,tabpfn,1,0,246,1,1,0.3203586935997009,0.6796413064002991
46937,tabpfn,1,0,247,0,0,0.6175650954246521,0.3824348747730255
46937,tabpfn,1,0,248,1,1,0.36174866557121277,0.6382513046264648
46937,tabpfn,1,0,249,1,0,0.5935883522033691,0.40641167759895325
46937,tabpfn,1,0,250,0,1,0.2812885642051697,0.7187114357948303
46937,tabpfn,1,0,251,0,0,0.8089318871498108,0.1910681277513504
46937,tabpfn,1,0,252,1,1,0.2654830515384674,0.7345169186592102
46937,tabpfn,1,0,253,1,1,0.38962408900260925,0.6103759407997131
46937,tabpfn,1,0,254,1,1,0.23340129852294922,0.7665987014770508
46937,tabpfn,1,0,255,1,0,0.745485782623291,0.254514217376709
46937,tabpfn,1,0,256,0,1,0.41380608081817627,0.5861939191818237
46937,tabpfn,1,0,257,0,1,0.4932183623313904,0.5067816376686096
46937,tabpfn,1,0,258,0,1,0.3705945611000061,0.6294053792953491
46937,tabpfn,1,0,259,0,1,0.4289690852165222,0.571030855178833
46937,tabpfn,1,0,260,0,0,0.8154925107955933,0.18450751900672913
46937,tabpfn,1,0,261,1,1,0.44252899289131165,0.5574710369110107
46937,tabpfn,1,0,262,0,0,0.5029716491699219,0.4970284104347229
46937,tabpfn,1,0,263,1,1,0.1838567852973938,0.8161432147026062
46937,tabpfn,1,0,264,1,1,0.18730130791664124,0.8126987218856812
46937,tabpfn,1,0,265,1,0,0.5288211703300476,0.47117879986763
46937,tabpfn,1,0,266,0,1,0.45971277356147766,0.5402871966362
46937,tabpfn,1,0,267,1,1,0.3103940188884735,0.6896060109138489
46937,tabpfn,1,0,268,1,1,0.19577527046203613,0.8042247891426086
46937,tabpfn,1,0,269,1,1,0.4273049831390381,0.5726950168609619
46937,tabpfn,1,0,270,1,1,0.2918749451637268,0.7081250548362732
46937,tabpfn,1,0,271,0,0,0.5167562365531921,0.48324376344680786
46937,tabpfn,1,0,272,1,0,0.5609520077705383,0.43904799222946167
46937,tabpfn,1,0,273,0,1,0.46064144372940063,0.5393585562705994
46937,tabpfn,1,0,274,1,1,0.45378726720809937,0.5462127327919006
46937,tabpfn,1,0,275,1,1,0.48444822430610657,0.5155518054962158
46937,tabpfn,1,0,276,1,0,0.5632542967796326,0.43674567341804504
46937,tabpfn,1,0,277,1,1,0.3628830015659332,0.6371170282363892
46937,tabpfn,1,0,278,0,0,0.5624959468841553,0.4375040829181671
46937,tabpfn,1,0,279,1,1,0.3321409523487091,0.6678590774536133
46937,tabpfn,1,0,280,1,1,0.40504372119903564,0.5949562788009644
46937,tabpfn,1,0,281,0,1,0.2249021828174591,0.7750978469848633
46937,tabpfn,1,0,282,1,1,0.4171043038368225,0.5828956961631775
46937,tabpfn,1,0,283,1,1,0.31173306703567505,0.6882668733596802
46937,tabpfn,1,0,284,1,1,0.43589305877685547,0.5641068816184998
46937,tabpfn,1,0,285,0,0,0.6276302933692932,0.372369647026062
46937,tabpfn,1,0,286,0,1,0.44871339201927185,0.5512866377830505
46937,tabpfn,1,0,287,1,1,0.2707676589488983,0.7292323112487793
46937,tabpfn,1,0,288,1,1,0.23443198204040527,0.7655680179595947
46937,tabpfn,1,0,289,0,1,0.3913459777832031,0.6086540222167969
46937,tabpfn,1,0,290,1,0,0.6260165572166443,0.3739834129810333
46937,tabpfn,1,0,291,1,1,0.2374795526266098,0.762520432472229
46937,tabpfn,1,0,292,0,0,0.5499029159545898,0.45009711384773254
46937,tabpfn,1,0,293,1,1,0.27956679463386536,0.7204331755638123
46937,tabpfn,1,0,294,1,1,0.23937121033668518,0.7606287598609924
46937,tabpfn,1,0,295,0,0,0.7135109305381775,0.2864890396595001
46937,tabpfn,1,0,296,1,1,0.32213830947875977,0.677861750125885
46937,tabpfn,1,0,297,1,1,0.4718981385231018,0.5281018018722534
46937,tabpfn,1,0,298,1,1,0.2920645773410797,0.7079353928565979
46937,tabpfn,1,0,299,1,1,0.2664432227611542,0.7335568070411682
46937,tabpfn,1,0,300,1,1,0.1779123991727829,0.8220875859260559
46937,tabpfn,1,0,301,0,1,0.45359963178634644,0.5464004278182983
46937,tabpfn,1,0,302,0,1,0.3182635009288788,0.6817364692687988
46937,tabpfn,1,0,303,1,1,0.456739604473114,0.543260395526886
46937,tabpfn,1,0,304,0,1,0.4979229271411896,0.5020771026611328
46937,tabpfn,1,0,305,1,1,0.23749080300331116,0.7625092267990112
46937,tabpfn,1,0,306,1,1,0.42923545837402344,0.5707646012306213
46937,tabpfn,1,0,307,0,0,0.7628119587898254,0.23718799650669098
46937,tabpfn,1,0,308,1,1,0.4546660780906677,0.5453339219093323
46937,tabpfn,1,0,309,1,1,0.3055412769317627,0.6944586634635925
46937,tabpfn,1,0,310,1,1,0.4346264898777008,0.5653734803199768
46937,tabpfn,1,0,311,0,1,0.35587382316589355,0.6441261768341064
46937,tabpfn,1,0,312,0,0,0.5843721628189087,0.4156278371810913
46937,tabpfn,1,0,313,1,1,0.2593671977519989,0.7406328320503235
46937,tabpfn,1,0,314,1,1,0.32826313376426697,0.6717368364334106
46937,tabpfn,1,0,315,1,1,0.266363263130188,0.733636736869812
46937,tabpfn,1,0,316,0,0,0.6485678553581238,0.35143211483955383
46937,tabpfn,1,0,317,1,1,0.24384479224681854,0.756155252456665
46937,tabpfn,1,0,318,0,1,0.2110500931739807,0.7889499068260193
46937,tabpfn,1,0,319,1,1,0.48940175771713257,0.5105982422828674
46937,tabpfn,1,0,320,0,0,0.6424548029899597,0.3575451672077179
46937,tabpfn,1,0,321,1,1,0.44426435232162476,0.55573570728302
46937,tabpfn,1,0,322,1,1,0.24242502450942993,0.7575749754905701
46937,tabpfn,1,0,323,1,1,0.25664618611335754,0.7433537840843201
46937,tabpfn,1,0,324,0,0,0.6182403564453125,0.3817596435546875
46937,tabpfn,1,0,325,0,1,0.2664128243923187,0.7335871458053589
46937,tabpfn,1,0,326,1,1,0.20908872783184052,0.7909112572669983
46937,tabpfn,1,0,327,1,0,0.6480144262313843,0.35198551416397095
46937,tabpfn,1,0,328,0,1,0.44580307602882385,0.5541968941688538
46937,tabpfn,1,0,329,1,1,0.1404370218515396,0.8595630526542664
46937,tabpfn,1,0,330,1,0,0.5831186771392822,0.416881263256073
46937,tabpfn,1,0,331,0,1,0.31087884306907654,0.6891211271286011
46937,tabpfn,1,0,332,1,0,0.6906287670135498,0.3093712329864502
46937,tabpfn,1,0,333,1,1,0.1395600587129593,0.8604399561882019
46937,tabpfn,1,0,334,1,1,0.3784673511981964,0.6215326189994812
46937,tabpfn,1,0,335,0,0,0.585997998714447,0.41400203108787537
46937,tabpfn,1,0,336,1,1,0.2789652347564697,0.7210347652435303
46937,tabpfn,1,0,337,1,1,0.4816909730434418,0.5183090567588806
46937,tabpfn,1,0,338,1,1,0.2208494246006012,0.7791506052017212
46937,tabpfn,1,0,339,1,1,0.28640952706336975,0.7135905027389526
46937,tabpfn,1,0,340,1,1,0.13624559342861176,0.863754391670227
46937,tabpfn,1,0,341,0,0,0.5401351451873779,0.4598648250102997
46937,tabpfn,1,0,342,0,0,0.8267650604248047,0.17323492467403412
46937,tabpfn,1,0,343,1,0,0.5629051923751831,0.4370947778224945
46937,tabpfn,1,0,344,0,0,0.6879963278770447,0.31200364232063293
46937,tabpfn,1,0,345,0,0,0.5532969236373901,0.44670307636260986
46937,tabpfn,1,0,346,1,0,0.6066743731498718,0.3933256268501282
46937,tabpfn,1,0,347,1,1,0.27984869480133057,0.7201513648033142
46937,tabpfn,1,0,348,0,0,0.7421250939369202,0.2578749358654022
46937,tabpfn,1,0,349,0,0,0.6662940979003906,0.3337059020996094
46937,tabpfn,1,0,350,0,1,0.15111830830574036,0.8488816618919373
46937,tabpfn,1,0,351,0,0,0.6704528331756592,0.3295471966266632
46937,tabpfn,1,0,352,1,0,0.8106411695480347,0.18935883045196533
46937,tabpfn,1,0,353,0,1,0.380784809589386,0.619215190410614
46937,tabpfn,1,0,354,1,0,0.5523340702056885,0.4476659297943115
46937,tabpfn,1,0,355,0,1,0.20157842338085175,0.7984215617179871
46937,tabpfn,1,0,356,0,1,0.31013384461402893,0.6898661851882935
46937,tabpfn,1,0,357,1,1,0.2533806264400482,0.7466194033622742
46937,tabpfn,1,0,358,0,1,0.4928281307220459,0.5071718096733093
46937,tabpfn,1,0,359,0,1,0.42531755566596985,0.5746824145317078
46937,tabpfn,1,0,360,0,1,0.2624809443950653,0.7375190258026123
46937,tabpfn,1,0,361,0,1,0.3285593092441559,0.6714406609535217
46937,tabpfn,1,0,362,0,0,0.6474012136459351,0.35259875655174255
46937,tabpfn,1,0,363,1,0,0.5440009832382202,0.45599907636642456
46937,tabpfn,1,0,364,0,1,0.4663298428058624,0.53367018699646
46937,tabpfn,1,0,365,1,1,0.38446474075317383,0.6155352592468262
46937,tabpfn,1,0,366,1,1,0.21638663113117218,0.783613383769989
46937,tabpfn,1,0,367,0,1,0.42143183946609497,0.578568160533905
46937,tabpfn,1,0,368,1,1,0.23072555661201477,0.7692744731903076
46937,tabpfn,1,0,369,1,1,0.30656495690345764,0.6934350728988647
46937,tabpfn,1,0,370,1,0,0.6459971070289612,0.35400286316871643
46937,tabpfn,1,0,371,1,1,0.08586964756250381,0.9141303896903992
46937,tabpfn,1,0,372,0,0,0.5162458419799805,0.4837541878223419
46937,tabpfn,1,0,373,0,1,0.3028238117694855,0.6971762180328369
46937,tabpfn,1,0,374,1,1,0.45631203055381775,0.5436879396438599
46937,tabpfn,1,0,375,1,1,0.36539873480796814,0.6346012949943542
46937,tabpfn,1,0,376,1,1,0.2538725733757019,0.7461274266242981
46937,tabpfn,1,0,377,0,0,0.6160420775413513,0.38395795226097107
